,logical_fallacies,label,articles,Claim,Implication,Referring Expressions - Claim,Referring Expressions - Implication,Property Implications,Equal Entities,Subset Entities,Claim Lfs,Implication Lfs,Logical Form,Logical Form 2,result
171,,1,"A white and a black dog fighting in a fenced in room. As a consequence, the dogs are fighting.", A white dog and a black dog are fighting in a fenced-in room.  , Dogs are fighting.,"IsWhite(a),  IsBlack(b),  IsFightingInRoom(a, c),  IsFightingInRoom(b, c)",IsFighting(d),"[('  IsFightingInRoom(b, c)', 'IsFighting(d)')]",[],"[(' A white dog', ' Dogs'), (' a black dog', ' Dogs')]","IsWhite(a) and IsBlack(b) and IsFightingInRoom(a, c) and IsFightingInRoom(b, c)",IsFighting(d),"(exists b (exists a (IsWhite(a) and IsBlack(b) and IsFightingInRoom(a, c) and IsFightingInRoom(b, c))) & (forall c (forall d (forall b (  IsFightingInRoom(b, c) -> IsFighting(d)))))) -> (forall d (IsFighting(d)))","(exists a (exists c (exists b (IsWhite(a) and IsBlack(b) and IsFightingInRoom(a, c) and IsFightingInRoom(b, c)))) & (forall e (forall f (forall g (  IsFightingInRoom(e,f) -> IsFighting(g)))))) -> (exists d (IsFighting(d)))",Valid
172,,1,"A white greyhound dog wearing a muzzle runs around a track. Hence, the dog is racing other dogs.", A white greyhound dog wearing a muzzle runs around a track., The dog is racing other dogs.,"IsWhite(a),  IsGreyhound(a),  IsWearingMuzzle(a),  RunsAroundTrack(a)","IsRacing(a),  IsRacingWithOtherDogs(a, d)","[('IsRacing(a)', 'IsWhite(a)'), ('  IsGreyhound(a)', 'IsRacing(a)'), ('IsRacing(a)', '  IsGreyhound(a)'), ('  RunsAroundTrack(a)', 'IsRacing(a)'), ('IsRacing(a)', '  RunsAroundTrack(a)'), ('  IsRacingWithOtherDogs(a, d)', '  RunsAroundTrack(a)')]","[(' The dog', ' A white greyhound dog')]",[],IsWhite(a) and IsGreyhound(a) and IsWearingMuzzle(a) and RunsAroundTrack(a),"IsRacing(a) and IsRacingWithOtherDogs(a, d)","(IsWhite(a) and IsGreyhound(a) and IsWearingMuzzle(a) and RunsAroundTrack(a) & (forall a (IsRacing(a) -> IsWhite(a))) & (forall a (  IsGreyhound(a) -> IsRacing(a))) & (forall a (IsRacing(a) ->   IsGreyhound(a))) & (forall a (  RunsAroundTrack(a) -> IsRacing(a))) & (forall a (IsRacing(a) ->   RunsAroundTrack(a))) & (forall a (forall d (  IsRacingWithOtherDogs(a, d) ->   RunsAroundTrack(a))))) -> (IsRacing(a) and IsRacingWithOtherDogs(a, d))","(exists a (IsWhite(a) and IsGreyhound(a) and IsWearingMuzzle(a) and RunsAroundTrack(a)) & (forall f (IsRacing(f) -> IsWhite(f))) & (forall g (  IsGreyhound(g) -> IsRacing(g))) & (forall h (IsRacing(h) ->   IsGreyhound(h))) & (forall i (  RunsAroundTrack(i) -> IsRacing(i))) & (forall j (IsRacing(j) ->   RunsAroundTrack(j))) & (forall l (forall k (  IsRacingWithOtherDogs(k,l) ->   RunsAroundTrack(k))))) -> (exists a (exists d (IsRacing(a) and IsRacingWithOtherDogs(a, d))))",LF
173,,1,The pitcher is pitching the ball in a game of baseball. It follows that the pitcher throws the ball.," ""The pitcher is pitching the ball in a game of baseball.""  "," ""The pitcher throws the ball.""","IsPitching(a, b),  IsInGameOfBaseball(a, c)","Throws(a, b)","[('IsPitching(a, b)', 'Throws(a, b)'), ('Throws(a, b)', 'IsPitching(a, b)')]","[(' The pitcher', ' The pitcher'), (' the ball', ' the ball')]",[],"IsPitching(a, b) and IsInGameOfBaseball(a, c)","Throws(a, b)","(IsPitching(a, b) and IsInGameOfBaseball(a, c) & (forall a (forall b (IsPitching(a, b) -> Throws(a, b)))) & (forall a (forall b (Throws(a, b) -> IsPitching(a, b))))) -> (Throws(a, b))","(exists a (exists c (exists b (IsPitching(a, b) and IsInGameOfBaseball(a, c)))) & (forall e (forall d (IsPitching(d,e) -> Throws(d,e)))) & (forall f (forall g (Throws(f,g) -> IsPitching(f,g))))) -> (exists a (exists b (Throws(a, b))))",Valid
174,,1,"Girl in a red coat, blue head wrap and jeans is making a snow angel. As a consequence, a girl outside plays in the snow."," A girl in a red coat, blue head wrap, and jeans is making a snow angel.  ", A girl outside plays in the snow.,"IsInRedCoat(a),  IsInBlueHeadWrap(a),  IsInJeans(a),  IsMakingSnowAngel(a)","IsOutside(a),  PlaysInSnow(a)","[('  IsMakingSnowAngel(a)', 'IsOutside(a)'), ('  IsMakingSnowAngel(a)', '  PlaysInSnow(a)')]","[(' A girl', ' A girl')]","[(' snow angel', ' snow')]",IsInRedCoat(a) and IsInBlueHeadWrap(a) and IsInJeans(a) and IsMakingSnowAngel(a),IsOutside(a) and PlaysInSnow(a),(IsInRedCoat(a) and IsInBlueHeadWrap(a) and IsInJeans(a) and IsMakingSnowAngel(a) & (forall a (  IsMakingSnowAngel(a) -> IsOutside(a))) & (forall a (  IsMakingSnowAngel(a) ->   PlaysInSnow(a)))) -> (IsOutside(a) and PlaysInSnow(a)),(exists a (IsInRedCoat(a) and IsInBlueHeadWrap(a) and IsInJeans(a) and IsMakingSnowAngel(a)) & (forall g (  IsMakingSnowAngel(g) -> IsOutside(g))) & (forall h (  IsMakingSnowAngel(h) ->   PlaysInSnow(h)))) -> (exists a (IsOutside(a) and PlaysInSnow(a))),Valid
175,,1,"Men in an office with computers and a projector screen. Consequently, there are computers and a projector screen in the room.", There are computers and a projector screen in the room.  , Men are in an office with computers and a projector screen.,"AreInRoom(a, c),  IsInRoom(b, c)","AreInOffice(d, e),  AreWithComputers(d, a),  AreWithProjectorScreen(d, b)",[],"[(' Computers', ' computers'), (' projector screen', ' projector screen')]",[],"AreInRoom(a, c) and IsInRoom(b, c)","AreInOffice(d, e) and AreWithComputers(d, a) and AreWithProjectorScreen(d, b)","(AreInRoom(a, c) and IsInRoom(b, c)) -> (AreInOffice(d, e) and AreWithComputers(d, a) and AreWithProjectorScreen(d, b))","(exists a (exists c (exists b (AreInRoom(a, c) and IsInRoom(b, c))))) -> (exists e (exists b (exists d (exists a (AreInOffice(d, e) and AreWithComputers(d, a) and AreWithProjectorScreen(d, b))))))",LF
176,,1,"A small child in a red jacket is sitting on a man's shoulders and holding his head. Therefore, the child's hands are on the man's head.", A small child in a red jacket is sitting on a man's shoulders and holding his head., The child's hands are on the man's head.,"IsSmallChild(a),  IsInRedJacket(a),  IsSittingOnManShoulders(a),  IsHoldingHead(a)","IsOn(e, f)","[('IsOn(e, f)', 'IsSmallChild(a)')]",[],"[(' his head', "" the man's head"")]",IsSmallChild(a) and IsInRedJacket(a) and IsSittingOnManShoulders(a) and IsHoldingHead(a),"IsOn(e, f)","(IsSmallChild(a) and IsInRedJacket(a) and IsSittingOnManShoulders(a) and IsHoldingHead(a) & (forall e (forall f (forall a (IsOn(e, f) -> IsSmallChild(a)))))) -> (IsOn(e, f))","(exists a (IsSmallChild(a) and IsInRedJacket(a) and IsSittingOnManShoulders(a) and IsHoldingHead(a)) & (forall i (forall h (forall g (IsOn(g,h) -> IsSmallChild(i)))))) -> (exists e (exists f (IsOn(e, f))))",LF
177,,1,Three girls are standing and talking to each other. It follows that three girls are talking.," ""Three girls are standing and talking to each other.""  "," ""Three girls are talking.""","IsStanding(a),  IsTalkingToEachOther(a)",IsTalking(a),"[('  IsTalkingToEachOther(a)', 'IsTalking(a)'), ('IsTalking(a)', '  IsTalkingToEachOther(a)')]","[(' Three girls', ' Three girls')]",[],IsStanding(a) and IsTalkingToEachOther(a),IsTalking(a),(IsStanding(a) and IsTalkingToEachOther(a) & (forall a (  IsTalkingToEachOther(a) -> IsTalking(a))) & (forall a (IsTalking(a) ->   IsTalkingToEachOther(a)))) -> (IsTalking(a)),(exists a (IsStanding(a) and IsTalkingToEachOther(a)) & (forall b (  IsTalkingToEachOther(b) -> IsTalking(b))) & (forall c (IsTalking(c) ->   IsTalkingToEachOther(c)))) -> (exists a (IsTalking(a))),Valid
178,,1,"a man with a cap and not wearing shirt is laying a wooden bench. Consequently, a man relaxes on a bench."," ""A man with a cap and not wearing a shirt is laying on a wooden bench.""  "," ""A man relaxes on a bench.""","IsWearingCap(b),  IsNotWearingShirt(b),  IsLayingOn(b, a)","Relaxes(d),  IsOn(d, a)","[('IsWearingCap(b)', 'Relaxes(d)'), ('Relaxes(d)', 'IsWearingCap(b)'), ('IsWearingCap(b)', '  IsOn(d, a)'), ('  IsNotWearingShirt(b)', 'Relaxes(d)'), ('  IsLayingOn(b, a)', 'Relaxes(d)'), ('  IsLayingOn(b, a)', '  IsOn(d, a)')]","[(' a bench', ' a wooden bench')]","[(' A man with a cap', ' A man')]","IsWearingCap(b) and IsNotWearingShirt(b) and IsLayingOn(b, a)","Relaxes(d) and IsOn(d, a)","(exists b (IsWearingCap(b) and IsNotWearingShirt(b) and IsLayingOn(b, a)) & (forall d (forall b (IsWearingCap(b) -> Relaxes(d)))) & (forall d (forall b (Relaxes(d) -> IsWearingCap(b)))) & (forall a (forall d (forall b (IsWearingCap(b) ->   IsOn(d, a))))) & (forall d (forall b (  IsNotWearingShirt(b) -> Relaxes(d)))) & (forall a (forall d (forall b (  IsLayingOn(b, a) -> Relaxes(d))))) & (forall a (forall d (forall b (  IsLayingOn(b, a) ->   IsOn(d, a)))))) -> (forall d (Relaxes(d) and IsOn(d, a)))","(exists a (exists b (IsWearingCap(b) and IsNotWearingShirt(b) and IsLayingOn(b, a))) & (forall f (forall g (IsWearingCap(f) -> Relaxes(g)))) & (forall i (forall h (Relaxes(h) -> IsWearingCap(i)))) & (forall j (forall l (forall k (IsWearingCap(j) ->   IsOn(k,l))))) & (forall n (forall m (  IsNotWearingShirt(m) -> Relaxes(n)))) & (forall p (forall o (forall q (  IsLayingOn(o,p) -> Relaxes(q))))) & (forall r (forall t (forall s (  IsLayingOn(r,s) ->   IsOn(t,s)))))) -> (exists a (exists d (Relaxes(d) and IsOn(d, a))))",Valid
179,,1,"A man in a red shirt is being filmed by another man on a sports field with a huge audience of people watching and cheering. Therefore, the man is being filmed by another man.", A man in a red shirt is being filmed by another man in front of a huge audience., The man is being filmed by another man.,"IsInRedShirt(b),  IsFilmedBy(b, a),  IsInFrontOf(c)","IsFilmedBy(d, a)",[],"[(' another man', ' another man')]","[(' A man in a red shirt', ' The man')]","IsInRedShirt(b) and IsFilmedBy(b, a) and IsInFrontOf(c)","IsFilmedBy(d, a)","(exists b (IsInRedShirt(b) and IsFilmedBy(b, a) and IsInFrontOf(c))) -> (forall d (IsFilmedBy(d, a)))","(exists a (exists c (exists b (IsInRedShirt(b) and IsFilmedBy(b, a) and IsInFrontOf(c))))) -> (exists a (exists d (IsFilmedBy(d, a))))",Valid
180,,1,"A man in a suit cheering in a library in front of children. Thus, a guy is cheering near some children."," ""A man in a suit is cheering in a library in front of children.""  "," ""A guy is cheering near children.""","IsInSuit(b),  IsCheering(b),  IsInLibrary(b),  IsInFrontOf(b, a)","IsCheering(d),  IsNear(d, a)","[('IsInSuit(b)', '  IsNear(d, a)'), ('  IsCheering(b)', '  IsNear(d, a)'), ('  IsInLibrary(b)', '  IsNear(d, a)'), ('  IsInFrontOf(b, a)', '  IsNear(d, a)')]","[(' children', ' children')]","[(' A man in a suit', ' A guy')]","IsInSuit(b) and IsCheering(b) and IsInLibrary(b) and IsInFrontOf(b, a)","IsCheering(d) and IsNear(d, a)","(exists b (IsInSuit(b) and IsCheering(b) and IsInLibrary(b) and IsInFrontOf(b, a)) & (forall a (forall d (forall b (IsInSuit(b) ->   IsNear(d, a))))) & (forall a (forall d (forall b (  IsCheering(b) ->   IsNear(d, a))))) & (forall a (forall d (forall b (  IsInLibrary(b) ->   IsNear(d, a))))) & (forall a (forall d (forall b (  IsInFrontOf(b, a) ->   IsNear(d, a)))))) -> (forall d (IsCheering(d) and IsNear(d, a)))","(exists a (exists b (IsInSuit(b) and IsCheering(b) and IsInLibrary(b) and IsInFrontOf(b, a))) & (forall e (forall f (forall g (IsInSuit(e) ->   IsNear(f,g))))) & (forall i (forall h (forall j (  IsCheering(h) ->   IsNear(i,j))))) & (forall l (forall k (forall m (  IsInLibrary(k) ->   IsNear(l,m))))) & (forall p (forall o (forall n (  IsInFrontOf(n,o) ->   IsNear(p,o)))))) -> (exists a (exists d (IsCheering(d) and IsNear(d, a))))",Valid
181,,1,A man in suit waiting for the green light. This implies that a man waits at a red light., A man in suit waits for the green light.  , A man waits at a red light.,"IsInSuit(a),  WaitsFor(a, b)","WaitsAt(c, d)",[],[],"[(' A man in suit', ' A man')]","IsInSuit(a) and WaitsFor(a, b)","WaitsAt(c, d)","(exists a (IsInSuit(a) and WaitsFor(a, b))) -> (forall c (WaitsAt(c, d)))","(exists a (exists b (IsInSuit(a) and WaitsFor(a, b)))) -> (exists c (exists d (WaitsAt(c, d))))",LF
182,,1,"A man smokes while leaning against a pillar, which has a ""missing person"" flier posted on it. Thus, a guy smoking against a wall with a flier on it."," ""A man smokes while leaning against a pillar with a 'missing person' flyer on it.""  "," ""A guy smokes against a wall with a flyer on it.""","Smokes(a),  LeansAgainst(a, b),  HasMissingPersonFlyer(b)","Smokes(d),  Against(d, e),  HasFlyer(e)","[('Smokes(a)', '  Against(d, e)'), ('Smokes(d)', '  LeansAgainst(a, b)'), ('  Against(d, e)', '  LeansAgainst(a, b)')]",[],"[("" 'missing person' flyer"", ' a flyer')]","Smokes(a) and LeansAgainst(a, b) and HasMissingPersonFlyer(b)","Smokes(d) and Against(d, e) and HasFlyer(e)","(Smokes(a) and LeansAgainst(a, b) and HasMissingPersonFlyer(b) & (forall e (forall a (forall d (Smokes(a) ->   Against(d, e))))) & (forall a (forall d (forall b (Smokes(d) ->   LeansAgainst(a, b))))) & (forall e (forall b (forall d (forall a (  Against(d, e) ->   LeansAgainst(a, b))))))) -> (Smokes(d) and Against(d, e) and HasFlyer(e))","(exists a (exists b (Smokes(a) and LeansAgainst(a, b) and HasMissingPersonFlyer(b))) & (forall i (forall h (forall g (Smokes(g) ->   Against(h,i))))) & (forall j (forall l (forall k (Smokes(j) ->   LeansAgainst(k,l))))) & (forall p (forall o (forall n (forall m (  Against(m,n) ->   LeansAgainst(o,p))))))) -> (exists e (exists d (Smokes(d) and Against(d, e) and HasFlyer(e))))",LF
183,,1,"A woman is standing at a podium. Thus, a person is at a podium."," ""A woman is standing at a podium.""  "," ""A person is at a podium.""",IsStanding(b),IsAtPodium(c),[],"[(' a podium', ' podium')]","[(' A woman', ' A person')]",IsStanding(b),IsAtPodium(c),(exists b (IsStanding(b))) -> (forall c (IsAtPodium(c))),(exists b (IsStanding(b))) -> (exists c (IsAtPodium(c))),LF
184,,1,Four boys are about to be hit by an approaching wave. It follows that a wave is about hit some boys.," ""Four boys are about to be hit by an approaching wave.""  "," ""A wave is about to hit some boys.""","IsHitByWave(a),  IsApproaching(b)","IsAboutToHit(c, d)","[('  IsApproaching(b)', 'IsAboutToHit(c, d)'), ('IsAboutToHit(c, d)', '  IsApproaching(b)')]",[],"[(' Four boys', ' some boys'), (' approaching wave', ' A wave')]",IsApproaching(b) and IsHitByWave(a),"IsAboutToHit(c, d)","(exists b (exists a (IsApproaching(b) and IsHitByWave(a))) & (forall c (forall d (forall b (  IsApproaching(b) -> IsAboutToHit(c, d))))) & (forall c (forall d (forall b (IsAboutToHit(c, d) ->   IsApproaching(b)))))) -> (forall c (forall d (IsAboutToHit(c, d))))","(exists a (exists b (IsApproaching(b) and IsHitByWave(a))) & (forall e (forall f (forall g (  IsApproaching(e) -> IsAboutToHit(f,g))))) & (forall i (forall h (forall j (IsAboutToHit(h,i) ->   IsApproaching(j)))))) -> (exists c (exists d (IsAboutToHit(c, d))))",Valid
185,,1,"people are sitting on a bench in front of buildings. Thus, some people are seated on a bench outside."," ""People are sitting on a bench in front of buildings.""  "," ""People are seated on a bench outside.""","IsSittingOn(a, b),  IsInFrontOf(b, c)","IsSeatedOn(a, b),  IsOutside(b)","[('IsSittingOn(a, b)', 'IsSeatedOn(a, b)'), ('IsSeatedOn(a, b)', 'IsSittingOn(a, b)')]","[(' People', ' People'), (' bench', ' bench')]",[],"IsSittingOn(a, b) and IsInFrontOf(b, c)","IsSeatedOn(a, b) and IsOutside(b)","(IsSittingOn(a, b) and IsInFrontOf(b, c) & (forall a (forall b (IsSittingOn(a, b) -> IsSeatedOn(a, b)))) & (forall a (forall b (IsSeatedOn(a, b) -> IsSittingOn(a, b))))) -> (IsSeatedOn(a, b) and IsOutside(b))","(exists a (exists c (exists b (IsSittingOn(a, b) and IsInFrontOf(b, c)))) & (forall e (forall d (IsSittingOn(d,e) -> IsSeatedOn(d,e)))) & (forall f (forall g (IsSeatedOn(f,g) -> IsSittingOn(f,g))))) -> (exists a (exists b (IsSeatedOn(a, b) and IsOutside(b))))",LF
186,,1,The skateboarder is jumping his board in the air while another skateboarder watches. This implies that a skateboarder is jumping.," ""The skateboarder is jumping his board in the air."""," ""A skateboarder is jumping.""","IsJumping(a),  HasBoard(a),  IsInAir(a)",IsJumping(d),"[('IsJumping(d)', '  HasBoard(a)'), ('  IsInAir(a)', 'IsJumping(d)'), ('IsJumping(d)', '  IsInAir(a)')]",[],[],IsJumping(a) and HasBoard(a) and IsInAir(a),IsJumping(d),(IsJumping(a) and HasBoard(a) and IsInAir(a) & (forall a (forall d (IsJumping(d) ->   HasBoard(a)))) & (forall a (forall d (  IsInAir(a) -> IsJumping(d)))) & (forall a (forall d (IsJumping(d) ->   IsInAir(a))))) -> (IsJumping(d)),(exists a (IsJumping(a) and HasBoard(a) and IsInAir(a)) & (forall e (forall f (IsJumping(e) ->   HasBoard(f)))) & (forall h (forall g (  IsInAir(g) -> IsJumping(h)))) & (forall i (forall j (IsJumping(i) ->   IsInAir(j))))) -> (exists d (IsJumping(d))),Valid
187,,1,"A man wearing a black hat and coat makes a face with a crowd behind him. As a consequence, a guy is standing near a crowd of people."," ""A man wearing a black hat and coat makes a face with a crowd behind him.""  "," ""A guy stands near a crowd of people.""","WearsBlackHat(a),  WearsCoat(a),  MakesFace(a),  IsBehind(crowd, f)","StandsNear(g, h)","[('WearsBlackHat(a)', 'StandsNear(g, h)'), ('  WearsCoat(a)', 'StandsNear(g, h)'), ('StandsNear(g, h)', '  WearsCoat(a)'), ('  MakesFace(a)', 'StandsNear(g, h)'), ('StandsNear(g, h)', '  MakesFace(a)')]",[],"[(' A man', ' a crowd of people'), (' crowd', ' a crowd of people'), (' him', ' a crowd of people')]","WearsBlackHat(a) and WearsCoat(a) and MakesFace(a) and IsBehind(e, f)","StandsNear(g, h)","(exists f (exists e (exists a (WearsBlackHat(a) and WearsCoat(a) and MakesFace(a) and IsBehind(e, f)))) & (forall a (forall g (forall h (WearsBlackHat(a) -> StandsNear(g, h))))) & (forall a (forall g (forall h (  WearsCoat(a) -> StandsNear(g, h))))) & (forall h (forall g (forall a (StandsNear(g, h) ->   WearsCoat(a))))) & (forall a (forall g (forall h (  MakesFace(a) -> StandsNear(g, h))))) & (forall h (forall g (forall a (StandsNear(g, h) ->   MakesFace(a)))))) -> (forall h (StandsNear(g, h)))","(exists a (exists f (exists e (WearsBlackHat(a) and WearsCoat(a) and MakesFace(a) and IsBehind(e, f)))) & (forall i (forall j (forall k (WearsBlackHat(i) -> StandsNear(j,k))))) & (forall l (forall n (forall m (  WearsCoat(l) -> StandsNear(m,n))))) & (forall p (forall o (forall q (StandsNear(o,p) ->   WearsCoat(q))))) & (forall r (forall t (forall s (  MakesFace(r) -> StandsNear(s,t))))) & (forall u (forall v (forall w (StandsNear(u,v) ->   MakesFace(w)))))) -> (exists h (exists g (StandsNear(g, h))))",Valid
188,,1,"A group of soldiers march in a parade. Thus, a group of people march in a parade."," ""A group of soldiers march in a parade.""  "," ""A group of people march in a parade.""",MarchesInParade(b),MarchesInParade(c),[],"[(' parade', ' parade')]","[(' A group of soldiers', ' Group of people'), (' parade', ' Group of people')]",MarchesInParade(b),MarchesInParade(c),(exists b (MarchesInParade(b))) -> (forall c (MarchesInParade(c))),(exists b (MarchesInParade(b))) -> (exists c (MarchesInParade(c))),Valid
189,,1,The 3 dogs are cruising down the street. This implies that three dogs together., The three dogs are cruising down the street.  , Three dogs are together.,IsCruisingDownTheStreet(a),AreTogether(a),"[('IsCruisingDownTheStreet(a)', 'AreTogether(a)')]","[(' The three dogs', ' Three dogs')]",[],IsCruisingDownTheStreet(a),AreTogether(a),(IsCruisingDownTheStreet(a) & (forall a (IsCruisingDownTheStreet(a) -> AreTogether(a)))) -> (AreTogether(a)),(exists a (IsCruisingDownTheStreet(a)) & (forall d (IsCruisingDownTheStreet(d) -> AreTogether(d)))) -> (exists a (AreTogether(a))),Valid
