,logical_fallacies,label,articles,Claim,Implication,Referring Expressions - Claim,Referring Expressions - Implication,Property Implications,Equal Entities,Subset Entities,Claim Lfs,Implication Lfs,Logical Form,Logical Form 2,result
168,,1,"A young man in an orange shirt, maneuvers a skateboard at the top of a ramp. Therefore, a person rides a skateboard."," ""A young man in an orange shirt maneuvers a skateboard at the top of a ramp.""  "," ""A person rides a skateboard.""","IsYoung(b),  IsInOrangeShirt(b),  ManeuversSkateboard(b),  IsAtTopOfRamp(b)",RidesSkateboard(e),"[('  ManeuversSkateboard(b)', 'RidesSkateboard(e)')]","[(' skateboard', ' a skateboard')]","[(' A young man', ' A person')]",IsYoung(b) and IsInOrangeShirt(b) and ManeuversSkateboard(b) and IsAtTopOfRamp(b),RidesSkateboard(e),(exists b (IsYoung(b) and IsInOrangeShirt(b) and ManeuversSkateboard(b) and IsAtTopOfRamp(b)) & (forall b (forall e (  ManeuversSkateboard(b) -> RidesSkateboard(e))))) -> (forall e (RidesSkateboard(e))),(exists b (IsYoung(b) and IsInOrangeShirt(b) and ManeuversSkateboard(b) and IsAtTopOfRamp(b)) & (forall g (forall h (  ManeuversSkateboard(g) -> RidesSkateboard(h))))) -> (exists e (RidesSkateboard(e))),1
169,,1,"A large group of people walking in a busy city at night. Consequently, people are walking a city.", A large group of people is walking in a busy city at night.  , People are always walking in a city.,"IsLarge(a),  IsWalking(a),  IsInBusyCity(a)","IsWalking(c),  IsInCity(c)","[('IsLarge(a)', 'IsWalking(c)'), ('IsLarge(a)', '  IsInCity(c)'), ('  IsWalking(a)', '  IsInCity(c)'), ('  IsInCity(c)', '  IsWalking(a)'), ('  IsInBusyCity(a)', 'IsWalking(c)'), ('  IsInBusyCity(a)', '  IsInCity(c)')]",[],"[(' A large group of people', ' People'), (' busy city', ' city')]",IsLarge(a) and IsWalking(a) and IsInBusyCity(a),IsWalking(c) and IsInCity(c),(exists a (IsLarge(a) and IsWalking(a) and IsInBusyCity(a)) & (forall a (forall c (IsLarge(a) -> IsWalking(c)))) & (forall a (forall c (IsLarge(a) ->   IsInCity(c)))) & (forall a (forall c (  IsWalking(a) ->   IsInCity(c)))) & (forall a (forall c (  IsInCity(c) ->   IsWalking(a)))) & (forall a (forall c (  IsInBusyCity(a) -> IsWalking(c)))) & (forall a (forall c (  IsInBusyCity(a) ->   IsInCity(c))))) -> (forall c (IsWalking(c) and IsInCity(c))),(exists a (IsLarge(a) and IsWalking(a) and IsInBusyCity(a)) & (forall f (forall e (IsLarge(e) -> IsWalking(f)))) & (forall g (forall h (IsLarge(g) ->   IsInCity(h)))) & (forall j (forall i (  IsWalking(i) ->   IsInCity(j)))) & (forall l (forall k (  IsInCity(k) ->   IsWalking(l)))) & (forall m (forall n (  IsInBusyCity(m) -> IsWalking(n)))) & (forall o (forall p (  IsInBusyCity(o) ->   IsInCity(p))))) -> (exists c (IsWalking(c) and IsInCity(c))),0
170,,1,"A group of people are walking by a van. Therefore, some people outdoors."," ""A group of people are walking by a van.""  "," ""Some people are outdoors.""","IsWalkingBy(a, b)",IsOutdoors(a),"[('IsWalkingBy(a, b)', 'IsOutdoors(a)'), ('IsOutdoors(a)', 'IsWalkingBy(a, b)')]","[(' Some people', ' A group of people')]",[],"IsWalkingBy(a, b)",IsOutdoors(a),"(IsWalkingBy(a, b) & (forall a (forall b (IsWalkingBy(a, b) -> IsOutdoors(a)))) & (forall a (forall b (IsOutdoors(a) -> IsWalkingBy(a, b))))) -> (IsOutdoors(a))","(exists a (exists b (IsWalkingBy(a, b))) & (forall f (forall e (IsWalkingBy(e,f) -> IsOutdoors(e)))) & (forall g (forall h (IsOutdoors(g) -> IsWalkingBy(g,h))))) -> (exists a (IsOutdoors(a)))",1
171,,1,"A white and a black dog fighting in a fenced in room. As a consequence, the dogs are fighting."," ""A white and a black dog are fighting in a fenced-in room.""  "," ""The dogs are fighting""","IsWhite(a),  IsBlack(b),  AreFighting(a, b),  IsInFencedInRoom(a),  IsInFencedInRoom(b)",AreFighting(d),"[('IsWhite(a)', 'AreFighting(d)')]",[],"[(' A white dog', ' The dogs'), (' a black dog', ' The dogs')]","IsWhite(a) and IsBlack(b) and AreFighting(a, b) and IsInFencedInRoom(a) and IsInFencedInRoom(b)",AreFighting(d),"(exists b (exists a (IsWhite(a) and IsBlack(b) and AreFighting(a, b) and IsInFencedInRoom(a) and IsInFencedInRoom(b))) & (forall a (forall d (IsWhite(a) -> AreFighting(d))))) -> (forall d (AreFighting(d)))","(exists a (exists b (IsWhite(a) and IsBlack(b) and AreFighting(a, b) and IsInFencedInRoom(a) and IsInFencedInRoom(b))) & (forall f (forall e (IsWhite(e) -> AreFighting(f))))) -> (exists d (AreFighting(d)))",0
172,,1,"A white greyhound dog wearing a muzzle runs around a track. Hence, the dog is racing other dogs."," ""A white greyhound dog wearing a muzzle runs around a track."""," ""The dog is racing other dogs.""","IsWhite(a),  IsGreyhound(a),  IsWearingMuzzle(a),  RunsAroundTrack(a)","IsRacing(d),  AreOtherDogs(e)","[('  IsGreyhound(a)', 'IsRacing(d)'), ('  RunsAroundTrack(a)', 'IsRacing(d)')]",[],"[(' A white greyhound dog', ' The dog')]",IsWhite(a) and IsGreyhound(a) and IsWearingMuzzle(a) and RunsAroundTrack(a),IsRacing(d) and AreOtherDogs(e),(exists a (IsWhite(a) and IsGreyhound(a) and IsWearingMuzzle(a) and RunsAroundTrack(a)) & (forall a (forall d (  IsGreyhound(a) -> IsRacing(d)))) & (forall a (forall d (  RunsAroundTrack(a) -> IsRacing(d))))) -> (forall d (IsRacing(d) and AreOtherDogs(e))),(exists a (IsWhite(a) and IsGreyhound(a) and IsWearingMuzzle(a) and RunsAroundTrack(a)) & (forall g (forall f (  IsGreyhound(f) -> IsRacing(g)))) & (forall h (forall i (  RunsAroundTrack(h) -> IsRacing(i))))) -> (exists d (exists e (IsRacing(d) and AreOtherDogs(e)))),0
173,,1,The pitcher is pitching the ball in a game of baseball. It follows that the pitcher throws the ball.," ""The pitcher is pitching the ball in a game of baseball.""  "," ""The pitcher throws the ball.""","IsPitching(a, b),  IsInGame(c)","IsThrowing(a, b)","[('IsPitching(a, b)', 'IsThrowing(a, b)'), ('IsThrowing(a, b)', 'IsPitching(a, b)')]","[(' The pitcher', ' The pitcher'), (' the ball', ' the ball')]",[],"IsPitching(a, b) and IsInGame(c)","IsThrowing(a, b)","(IsPitching(a, b) and IsInGame(c) & (forall a (forall b (IsPitching(a, b) -> IsThrowing(a, b)))) & (forall a (forall b (IsThrowing(a, b) -> IsPitching(a, b))))) -> (IsThrowing(a, b))","(exists a (exists b (exists c (IsPitching(a, b) and IsInGame(c)))) & (forall d (forall e (IsPitching(d,e) -> IsThrowing(d,e)))) & (forall g (forall f (IsThrowing(f,g) -> IsPitching(f,g))))) -> (exists a (exists b (IsThrowing(a, b))))",1
174,,1,"Girl in a red coat, blue head wrap and jeans is making a snow angel. As a consequence, a girl outside plays in the snow."," A girl in a red coat, blue head wrap, and jeans is making a snow angel.  ", A girl outside plays in the snow.,"IsInRedCoat(a),  IsInBlueHeadWrap(a),  IsInJeans(a),  IsMakingSnowAngel(a)","IsOutside(a),  PlaysInSnow(a)","[('IsInRedCoat(a)', 'IsOutside(a)'), ('IsOutside(a)', 'IsInRedCoat(a)'), ('IsInRedCoat(a)', '  PlaysInSnow(a)'), ('  IsInBlueHeadWrap(a)', 'IsOutside(a)'), ('IsOutside(a)', '  IsInBlueHeadWrap(a)'), ('  IsInBlueHeadWrap(a)', '  PlaysInSnow(a)'), ('  IsInJeans(a)', 'IsOutside(a)'), ('IsOutside(a)', '  IsInJeans(a)'), ('  IsInJeans(a)', '  PlaysInSnow(a)'), ('  IsMakingSnowAngel(a)', 'IsOutside(a)'), ('IsOutside(a)', '  IsMakingSnowAngel(a)'), ('  IsMakingSnowAngel(a)', '  PlaysInSnow(a)'), ('  PlaysInSnow(a)', '  IsMakingSnowAngel(a)')]","[(' A girl', ' A girl')]","[(' snow angel', ' snow')]",IsInRedCoat(a) and IsInBlueHeadWrap(a) and IsInJeans(a) and IsMakingSnowAngel(a),IsOutside(a) and PlaysInSnow(a),(IsInRedCoat(a) and IsInBlueHeadWrap(a) and IsInJeans(a) and IsMakingSnowAngel(a) & (forall a (IsInRedCoat(a) -> IsOutside(a))) & (forall a (IsOutside(a) -> IsInRedCoat(a))) & (forall a (IsInRedCoat(a) ->   PlaysInSnow(a))) & (forall a (  IsInBlueHeadWrap(a) -> IsOutside(a))) & (forall a (IsOutside(a) ->   IsInBlueHeadWrap(a))) & (forall a (  IsInBlueHeadWrap(a) ->   PlaysInSnow(a))) & (forall a (  IsInJeans(a) -> IsOutside(a))) & (forall a (IsOutside(a) ->   IsInJeans(a))) & (forall a (  IsInJeans(a) ->   PlaysInSnow(a))) & (forall a (  IsMakingSnowAngel(a) -> IsOutside(a))) & (forall a (IsOutside(a) ->   IsMakingSnowAngel(a))) & (forall a (  IsMakingSnowAngel(a) ->   PlaysInSnow(a))) & (forall a (  PlaysInSnow(a) ->   IsMakingSnowAngel(a)))) -> (IsOutside(a) and PlaysInSnow(a)),(exists a (IsInRedCoat(a) and IsInBlueHeadWrap(a) and IsInJeans(a) and IsMakingSnowAngel(a)) & (forall g (IsInRedCoat(g) -> IsOutside(g))) & (forall h (IsOutside(h) -> IsInRedCoat(h))) & (forall i (IsInRedCoat(i) ->   PlaysInSnow(i))) & (forall j (  IsInBlueHeadWrap(j) -> IsOutside(j))) & (forall k (IsOutside(k) ->   IsInBlueHeadWrap(k))) & (forall l (  IsInBlueHeadWrap(l) ->   PlaysInSnow(l))) & (forall m (  IsInJeans(m) -> IsOutside(m))) & (forall n (IsOutside(n) ->   IsInJeans(n))) & (forall o (  IsInJeans(o) ->   PlaysInSnow(o))) & (forall p (  IsMakingSnowAngel(p) -> IsOutside(p))) & (forall q (IsOutside(q) ->   IsMakingSnowAngel(q))) & (forall r (  IsMakingSnowAngel(r) ->   PlaysInSnow(r))) & (forall s (  PlaysInSnow(s) ->   IsMakingSnowAngel(s)))) -> (exists a (IsOutside(a) and PlaysInSnow(a))),1
175,,1,"Men in an office with computers and a projector screen. Consequently, there are computers and a projector screen in the room."," ""There are men in an office with computers and a projector screen."""," ""There are computers and a projector screen in the room.""","IsInOffice(c, d),  HasComputers(a),  HasProjectorScreen(b)","IsInRoom(a, e),  IsInRoom(b, e)","[('  HasComputers(a)', 'IsInRoom(a, e)'), ('IsInRoom(a, e)', '  HasComputers(a)'), ('IsInRoom(a, e)', '  HasProjectorScreen(b)')]","[(' computers', ' Computers'), (' projector screen', ' projector screen')]",[],"IsInOffice(c, d) and HasComputers(a) and HasProjectorScreen(b)","IsInRoom(a, e) and IsInRoom(b, e)","(IsInOffice(c, d) and HasComputers(a) and HasProjectorScreen(b) & (forall a (forall e (  HasComputers(a) -> IsInRoom(a, e)))) & (forall a (forall e (IsInRoom(a, e) ->   HasComputers(a)))) & (forall a (forall b (forall e (IsInRoom(a, e) ->   HasProjectorScreen(b)))))) -> (IsInRoom(a, e) and IsInRoom(b, e))","(exists d (exists a (exists b (exists c (IsInOffice(c, d) and HasComputers(a) and HasProjectorScreen(b))))) & (forall g (forall h (  HasComputers(g) -> IsInRoom(g,h)))) & (forall j (forall i (IsInRoom(i,j) ->   HasComputers(i)))) & (forall l (forall m (forall k (IsInRoom(k,l) ->   HasProjectorScreen(m)))))) -> (exists a (exists b (exists e (IsInRoom(a, e) and IsInRoom(b, e)))))",1
176,,1,"A small child in a red jacket is sitting on a man's shoulders and holding his head. Therefore, the child's hands are on the man's head."," ""A small child in a red jacket is sitting on a man's shoulders and holding his head."""," ""The child's hands are on the man's head.""","IsSmall(a),  IsInRedJacket(a),  IsSittingOn(a, c),  IsHolding(d)","IsOn(a, f)",[],"[("" The child's hands"", ' A small child')]","[(' his head', ' head')]","IsSmall(a) and IsInRedJacket(a) and IsSittingOn(a, c) and IsHolding(d)","IsOn(a, f)","(exists d (IsSmall(a) and IsInRedJacket(a) and IsSittingOn(a, c) and IsHolding(d))) -> (forall f (IsOn(a, f)))","(exists a (exists d (exists c (IsSmall(a) and IsInRedJacket(a) and IsSittingOn(a, c) and IsHolding(d))))) -> (exists a (exists f (IsOn(a, f))))",0
177,,1,Three girls are standing and talking to each other. It follows that three girls are talking.," ""Three girls are standing and talking to each other.""  "," ""Three girls are talking.""","IsStanding(a),  IsTalkingToEachOther(a)",IsTalking(a),"[('IsStanding(a)', 'IsTalking(a)'), ('  IsTalkingToEachOther(a)', 'IsTalking(a)')]","[(' Three girls', ' Three girls')]",[],IsStanding(a) and IsTalkingToEachOther(a),IsTalking(a),(IsStanding(a) and IsTalkingToEachOther(a) & (forall a (IsStanding(a) -> IsTalking(a))) & (forall a (  IsTalkingToEachOther(a) -> IsTalking(a)))) -> (IsTalking(a)),(exists a (IsStanding(a) and IsTalkingToEachOther(a)) & (forall c (IsStanding(c) -> IsTalking(c))) & (forall d (  IsTalkingToEachOther(d) -> IsTalking(d)))) -> (exists a (IsTalking(a))),1
178,,1,"a man with a cap and not wearing shirt is laying a wooden bench. Consequently, a man relaxes on a bench."," ""A man with a cap and not wearing a shirt is laying on a wooden bench.""  "," ""A man relaxes on a bench.""","IsWearingCap(a),  IsNotWearingShirt(a),  IsLayingOn(a, b)","Relaxes(c),  IsOn(c, d)",[],[],"[(' A man with a cap', ' A man'), (' a wooden bench', ' a bench')]","IsWearingCap(a) and IsNotWearingShirt(a) and IsLayingOn(a, b)","Relaxes(c) and IsOn(c, d)","(exists b (exists a (IsWearingCap(a) and IsNotWearingShirt(a) and IsLayingOn(a, b)))) -> (forall d (forall c (Relaxes(c) and IsOn(c, d))))","(exists a (exists b (IsWearingCap(a) and IsNotWearingShirt(a) and IsLayingOn(a, b)))) -> (exists d (exists c (Relaxes(c) and IsOn(c, d))))",0
179,,1,"A man in a red shirt is being filmed by another man on a sports field with a huge audience of people watching and cheering. Therefore, the man is being filmed by another man.", A man in a red shirt is being filmed by another man on a sports field with a huge audience of people watching and cheering., The man is noteworthy or doing something significant.,"IsInRedShirt(a),  IsBeingFilmed(a),  IsOnSportsField(a),  HasHugeAudience(c),  IsWatching(e),  IsCheering(e)","IsNoteworthy(f),  IsDoingSomethingSignificant(f)",[],[],"[(' A man in a red shirt', ' The man'), (' people', ' The man')]",IsInRedShirt(a) and IsBeingFilmed(a) and IsOnSportsField(a) and HasHugeAudience(c) and IsWatching(e) and IsCheering(e),IsNoteworthy(f) or IsDoingSomethingSignificant(f),(exists e (exists a (IsInRedShirt(a) and IsBeingFilmed(a) and IsOnSportsField(a) and HasHugeAudience(c) and IsWatching(e) and IsCheering(e)))) -> (forall f (IsNoteworthy(f) or IsDoingSomethingSignificant(f))),(exists a (exists e (exists c (IsInRedShirt(a) and IsBeingFilmed(a) and IsOnSportsField(a) and HasHugeAudience(c) and IsWatching(e) and IsCheering(e))))) -> (exists f (IsNoteworthy(f) or IsDoingSomethingSignificant(f))),1
180,,1,"A man in a suit cheering in a library in front of children. Thus, a guy is cheering near some children."," ""A man in a suit is cheering in a library in front of children."""," ""A guy is cheering near some children.""","IsInSuit(b),  IsCheering(b),  IsInLibrary(b),  IsInFrontOfChildren(b)","IsCheering(d),  IsNearChildren(d)","[('  IsCheering(b)', '  IsNearChildren(d)'), ('  IsInLibrary(b)', 'IsCheering(d)'), ('  IsInLibrary(b)', '  IsNearChildren(d)')]","[(' some children', ' children')]",[],IsInSuit(b) and IsCheering(b) and IsInLibrary(b) and IsInFrontOfChildren(b),IsCheering(d) and IsNearChildren(d),(IsInSuit(b) and IsCheering(b) and IsInLibrary(b) and IsInFrontOfChildren(b) & (forall d (forall b (  IsCheering(b) ->   IsNearChildren(d)))) & (forall d (forall b (  IsInLibrary(b) -> IsCheering(d)))) & (forall d (forall b (  IsInLibrary(b) ->   IsNearChildren(d))))) -> (IsCheering(d) and IsNearChildren(d)),(exists b (IsInSuit(b) and IsCheering(b) and IsInLibrary(b) and IsInFrontOfChildren(b)) & (forall g (forall f (  IsCheering(f) ->   IsNearChildren(g)))) & (forall h (forall i (  IsInLibrary(h) -> IsCheering(i)))) & (forall j (forall k (  IsInLibrary(j) ->   IsNearChildren(k))))) -> (exists d (IsCheering(d) and IsNearChildren(d))),1
181,,1,A man in suit waiting for the green light. This implies that a man waits at a red light.," ""A man in suit is waiting for the green light.""  "," ""A man waits at a red light.""","IsInSuit(a),  IsWaitingForGreenLight(a)",IsWaitingAtRedLight(c),"[('  IsWaitingForGreenLight(a)', 'IsWaitingAtRedLight(c)')]",[],"[(' A man in suit', ' A man')]",IsInSuit(a) and IsWaitingForGreenLight(a),IsWaitingAtRedLight(c),(exists a (IsInSuit(a) and IsWaitingForGreenLight(a)) & (forall a (forall c (  IsWaitingForGreenLight(a) -> IsWaitingAtRedLight(c))))) -> (forall c (IsWaitingAtRedLight(c))),(exists a (IsInSuit(a) and IsWaitingForGreenLight(a)) & (forall f (forall e (  IsWaitingForGreenLight(e) -> IsWaitingAtRedLight(f))))) -> (exists c (IsWaitingAtRedLight(c))),1
182,,1,"A man smokes while leaning against a pillar, which has a ""missing person"" flier posted on it. Thus, a guy smoking against a wall with a flier on it."," ""A man smokes while leaning against a pillar with a 'missing person' flier posted on it."""," ""A guy is smoking against a wall with a flier on it.""","Smokes(a),  IsLeaningAgainst(a, b),  IsPostedOn(c, b)","IsSmoking(d),  IsAgainst(d, e),  IsOn(f, e)","[('Smokes(a)', 'IsSmoking(d)'), ('IsSmoking(d)', 'Smokes(a)')]",[],"[("" a 'missing person' flier"", ' a flier')]","Smokes(a) and IsLeaningAgainst(a, b) and IsPostedOn(c, b)","IsSmoking(d) and IsAgainst(d, e) and IsOn(f, e)","(exists c (Smokes(a) and IsLeaningAgainst(a, b) and IsPostedOn(c, b)) & (forall a (forall d (Smokes(a) -> IsSmoking(d)))) & (forall d (forall a (IsSmoking(d) -> Smokes(a))))) -> (forall f (IsSmoking(d) and IsAgainst(d, e) and IsOn(f, e)))","(exists a (exists b (exists c (Smokes(a) and IsLeaningAgainst(a, b) and IsPostedOn(c, b)))) & (forall g (forall h (Smokes(g) -> IsSmoking(h)))) & (forall j (forall i (IsSmoking(i) -> Smokes(j))))) -> (exists d (exists f (exists e (IsSmoking(d) and IsAgainst(d, e) and IsOn(f, e)))))",0
183,,1,"A woman is standing at a podium. Thus, a person is at a podium."," ""A woman is standing at a podium.""  "," ""A person is at a podium.""","IsStandingAt(b, a)","IsAt(c, a)","[('IsStandingAt(b, a)', 'IsAt(c, a)')]","[(' podium', ' a podium')]","[(' A woman', ' A person')]","IsStandingAt(b, a)","IsAt(c, a)","(exists b (IsStandingAt(b, a)) & (forall a (forall b (forall c (IsStandingAt(b, a) -> IsAt(c, a)))))) -> (forall c (IsAt(c, a)))","(exists a (exists b (IsStandingAt(b, a))) & (forall g (forall f (forall e (IsStandingAt(e,f) -> IsAt(g,f)))))) -> (exists a (exists c (IsAt(c, a))))",1
184,,1,Four boys are about to be hit by an approaching wave. It follows that a wave is about hit some boys., A wave is about to hit four boys.  , A wave is about to hit some boys.,"IsWave(a),  IsAboutToHit(a, b)","IsWave(a),  IsAboutToHit(a, c)","[('IsWave(a)', '  IsAboutToHit(a, c)'), ('  IsAboutToHit(a, c)', 'IsWave(a)'), ('  IsAboutToHit(a, b)', 'IsWave(a)'), ('IsWave(a)', '  IsAboutToHit(a, b)')]","[(' A wave', ' A wave')]","[(' four boys', ' some boys')]","IsWave(a) and IsAboutToHit(a, b)","IsWave(a) and IsAboutToHit(a, c)","(exists b (IsWave(a) and IsAboutToHit(a, b)) & (forall a (forall c (IsWave(a) ->   IsAboutToHit(a, c)))) & (forall a (forall c (  IsAboutToHit(a, c) -> IsWave(a)))) & (forall a (forall b (  IsAboutToHit(a, b) -> IsWave(a)))) & (forall a (forall b (IsWave(a) ->   IsAboutToHit(a, b))))) -> (forall c (IsWave(a) and IsAboutToHit(a, c)))","(exists a (exists b (IsWave(a) and IsAboutToHit(a, b))) & (forall d (forall e (IsWave(d) ->   IsAboutToHit(d,e)))) & (forall g (forall f (  IsAboutToHit(f,g) -> IsWave(f)))) & (forall h (forall i (  IsAboutToHit(h,i) -> IsWave(h)))) & (forall j (forall k (IsWave(j) ->   IsAboutToHit(j,k))))) -> (exists a (exists c (IsWave(a) and IsAboutToHit(a, c))))",1
185,,1,"people are sitting on a bench in front of buildings. Thus, some people are seated on a bench outside."," ""People are sitting on a bench in front of buildings."""," ""Some people are seated on a bench outside.""","IsSittingOn(a, b),  InFrontOf(b, c)","IsSeatedOn(a, b),  IsOutside(b)","[('IsSittingOn(a, b)', 'IsSeatedOn(a, b)'), ('IsSeatedOn(a, b)', 'IsSittingOn(a, b)'), ('  IsOutside(b)', 'IsSittingOn(a, b)'), ('  IsOutside(b)', '  InFrontOf(b, c)')]","[(' Some people', ' People'), (' bench', ' bench')]",[],"IsSittingOn(a, b) and InFrontOf(b, c)","IsSeatedOn(a, b) and IsOutside(b)","(IsSittingOn(a, b) and InFrontOf(b, c) & (forall a (forall b (IsSittingOn(a, b) -> IsSeatedOn(a, b)))) & (forall a (forall b (IsSeatedOn(a, b) -> IsSittingOn(a, b)))) & (forall a (forall b (  IsOutside(b) -> IsSittingOn(a, b)))) & (forall b (forall c (  IsOutside(b) ->   InFrontOf(b, c))))) -> (IsSeatedOn(a, b) and IsOutside(b))","(exists a (exists b (exists c (IsSittingOn(a, b) and InFrontOf(b, c)))) & (forall f (forall e (IsSittingOn(e,f) -> IsSeatedOn(e,f)))) & (forall g (forall h (IsSeatedOn(g,h) -> IsSittingOn(g,h)))) & (forall j (forall i (forall k (  IsOutside(i) -> IsSittingOn(j,k))))) & (forall m (forall l (  IsOutside(l) ->   InFrontOf(l,m))))) -> (exists a (exists b (IsSeatedOn(a, b) and IsOutside(b))))",0
